"Quelle: Informationsgemeinschaft zur Feststellung der Verbreitung von Werbeträgern e.V. (IVW)";

"Beachten Sie bei der Verwendung des Downloads die Nutzungsbedingungen (http://ausweisung.ivw-online.de/nutzungsbedingungen_ivw-ausweisung_online.pdf)";

"ohne Filterauswahl";

"Die Nutzungsdaten sind derzeit in einer Übergangsphase eingeschränkt vergleichbar, weil Angebote unterschiedliche Formen der Consent-Einholung verwenden. Die tatsächliche Nutzung eines Werbeträgers kann höher sein, als die durch die Consent-Einholung beeinflussten, ermittelten Werte. Aktuell arbeitet die IVW in Zusammenarbeit mit der INFOnline am Rollout eines neuen Messverfahrens, welches es dem Publisher ermöglicht, eine Vollerhebung mit einer anonymen Messung durchzuführen. Wir bitten dies bei der Nutzung der Daten zu berücksichtigen.";

"Hinweis: Tage, die nicht regelkonform gemessen wurden, werden nicht ausgewiesen!";

"online Visits:";45.586.575;
"online Visit-Anteil Inland:";87;
"online PIs:";92.505.166;
"online PI-Anteil Inland:";88;

"ausgewiesene Tage:";" 30/30";

"Bezeichnung:";"WELT";
"Angebotstyp:";"Multi-Angebot";
"FQDN:";"http://www.welt.de";
"Anbieter:";"Axel Springer SE";

"";"online Kat-Visits November 2020";"online PIs November 2020";"online Kat-Visits Oktober 2020";"online PIs Oktober 2020";"online Kat-Visits September 2020";"online PIs September 2020";"online Kat-Visits August 2020";"online PIs August 2020";"online Kat-Visits Juli 2020";"online PIs Juli 2020";"online Kat-Visits Juni 2020";"online PIs Juni 2020";"online Kat-Visits Mai 2020";"online PIs Mai 2020";"online Kat-Visits April 2020";"online PIs April 2020";"online Kat-Visits MÃ¤rz 2020";"online PIs MÃ¤rz 2020";"online Kat-Visits Februar 2020";"online PIs Februar 2020";"online Kat-Visits Januar 2020";"online PIs Januar 2020";"online Kat-Visits Dezember 2019";"online PIs Dezember 2019";"online Kat-Visits November 2019";"online PIs November 2019";"online Kat-Visits Oktober 2019";"online PIs Oktober 2019";"online Kat-Visits September 2019";"online PIs September 2019";"online Kat-Visits August 2019";"online PIs August 2019";"online Kat-Visits Juli 2019";"online PIs Juli 2019";"online Kat-Visits Juni 2019";"online PIs Juni 2019";"online Kat-Visits Mai 2019";"online PIs Mai 2019";"online Kat-Visits April 2019";"online PIs April 2019";"online Kat-Visits MÃ¤rz 2019";"online PIs MÃ¤rz 2019";"online Kat-Visits Februar 2019";"online PIs Februar 2019";"online Kat-Visits Januar 2019";"online PIs Januar 2019";"online Kat-Visits Dezember 2018";"online PIs Dezember 2018";"online Kat-Visits November 2018";"online PIs November 2018";

"Erzeuger";
"   Redaktion";45.195.484;91.695.085;39.509.381;83.105.329;33.411.990;70.472.587;33.934.509;71.488.441;33.811.454;71.547.095;36.512.922;76.038.906;40.763.977;85.746.089;51.660.380;106.871.267;66.154.373;137.120.621;41.048.091;89.996.708;38.225.140;83.665.087;32.074.666;70.575.785;34.105.489;72.912.897;35.934.580;77.897.178;35.012.302;75.926.187;34.486.477;77.453.100;35.033.573;80.079.734;33.599.839;74.599.411;36.783.275;80.486.826;33.282.104;73.517.494;44.893.856;125.703.663;41.140.540;116.600.505;47.476.418;136.572.220;38.856.887;106.815.202;42.864.280;117.480.187;
"   User";33.537;184.584;33.035;182.039;30.310;178.448;34.547;174.543;31.235;173.466;41.380;195.742;31.637;196.769;32.624;213.726;30.598;201.638;28.867;194.910;32.635;199.298;30.545;174.925;32.722;178.828;33.194;179.519;29.904;172.045;28.631;161.045;55.380;220.919;54.341;221.853;69.842;278.425;64.184;259.693;62.322;267.653;54.793;242.486;68.559;310.129;59.999;253.976;70.680;269.872;
"   Unbekannt";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;

"Homepage";
"   Homepage des Angebots";21.276.907;34.260.002;19.446.030;31.453.064;16.510.539;26.789.740;16.985.199;27.428.855;17.513.891;28.138.845;18.157.548;29.079.883;19.764.746;31.548.322;22.203.956;36.389.003;27.393.661;46.120.171;18.925.850;32.186.613;17.570.364;29.898.154;15.284.731;25.940.454;15.960.741;26.837.613;17.080.350;28.799.887;16.335.586;27.417.009;16.677.562;28.415.278;17.618.819;29.880.989;16.098.644;27.266.515;17.283.013;29.059.462;16.050.767;27.033.688;17.441.615;29.232.618;15.778.195;26.281.404;18.393.490;31.958.702;16.746.112;28.047.500;17.672.793;29.628.241;
"   Keine Homepage";34.799.880;57.229.028;30.173.656;51.428.869;25.528.809;43.512.249;25.675.443;43.903.602;25.298.076;43.270.500;27.988.913;46.946.907;31.290.757;54.143.076;41.706.375;70.404.518;54.539.515;90.901.360;32.736.990;57.742.786;30.279.051;53.696.605;25.019.952;44.575.416;26.622.811;45.994.900;28.280.389;49.008.830;27.711.757;48.431.571;27.267.609;48.949.515;27.358.140;50.162.883;26.665.383;47.309.199;29.321.249;51.430.458;26.308.128;46.482.398;37.188.197;96.461.662;33.974.456;90.315.503;39.227.380;104.649.011;31.310.989;78.774.557;35.031.691;87.853.519;
"   Homepage der Fremddomains bei Multi-Angeboten";273.763;390.639;281.410;405.435;245.032;349.046;234.196;330.527;224.143;311.216;157.540;207.858;190.903;251.460;211.693;291.472;214.022;300.728;180.057;262.219;186.365;269.626;166.452;234.840;181.932;259.212;184.707;267.980;171.608;249.652;172.523;249.352;177.335;256.781;169.676;245.550;191.451;275.331;182.970;261.101;195.492;277.036;173.648;246.084;192.194;274.636;171.976;247.121;185.675;268.299;

"App";
"   App";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Keine App";45.223.614;91.879.669;39.536.980;83.287.368;33.437.124;70.651.035;33.964.060;71.662.984;33.837.570;71.720.561;36.549.910;76.234.648;40.790.330;85.942.858;51.687.071;107.084.993;66.178.764;137.322.259;41.071.322;90.191.618;38.251.238;83.864.385;32.099.149;70.750.710;34.131.860;73.091.725;35.961.453;78.076.697;35.036.402;76.098.232;34.509.256;77.614.145;35.072.529;80.300.653;33.638.424;74.821.264;36.831.971;80.765.251;33.326.801;73.777.187;44.939.397;125.971.316;41.180.670;116.842.991;47.523.357;136.882.349;38.896.885;107.069.178;42.911.887;117.750.059;

"Paid";
"   Paid";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;35.759;46.856;83.290;100.287;62.209;78.920;65.050;82.444;55.364;73.903;37.587;48.713;37.127;48.135;29.803;37.925;11.750;15.106;
"   nicht zugeordnet";45.223.614;91.879.669;39.536.980;83.287.368;33.437.124;70.651.035;33.964.060;71.662.984;33.837.570;71.720.561;36.549.910;76.234.648;40.790.330;85.942.858;51.687.071;107.084.993;66.178.764;137.322.259;41.071.322;90.191.618;38.251.238;83.864.385;32.099.149;70.750.710;34.131.860;73.091.725;35.961.453;78.076.697;35.036.402;76.098.232;34.509.256;77.614.145;35.061.672;80.253.797;33.600.264;74.720.977;36.812.241;80.686.331;33.307.272;73.694.743;44.922.942;125.897.413;41.169.923;116.794.278;47.513.485;136.834.214;38.888.199;107.031.253;42.908.701;117.734.953;

"Inhalt";
"  Thema";
"   Nachrichten";30.862.603;57.375.814;26.064.801;48.924.047;21.280.158;40.186.370;21.820.311;40.777.020;22.048.089;40.558.254;23.814.837;43.477.362;26.183.470;46.719.486;32.969.815;59.661.247;38.904.884;72.106.458;25.715.601;50.640.586;23.225.330;45.317.549;20.575.809;40.422.923;21.551.057;41.868.656;23.683.112;46.712.627;22.795.658;44.043.461;22.298.411;44.084.208;23.406.311;47.068.353;21.818.262;43.731.455;24.425.747;47.456.480;20.952.703;41.083.131;22.422.181;43.669.716;20.374.151;39.130.814;23.608.694;47.205.532;21.399.643;42.560.161;23.383.528;47.305.309;
"   Sport";1.761.079;2.361.786;1.566.077;2.081.487;1.676.204;2.212.011;1.725.438;2.381.336;1.332.394;1.741.670;1.640.357;2.176.488;1.239.929;1.627.709;1.103.107;1.402.330;2.156.524;2.717.443;1.967.992;2.692.732;2.031.973;2.740.010;1.623.614;2.208.220;2.301.016;3.072.898;2.474.770;3.213.224;2.206.862;2.946.034;2.210.465;2.955.640;1.913.560;2.555.309;2.444.176;3.284.870;2.498.101;3.435.580;2.063.973;2.794.576;2.574.411;3.584.615;2.025.000;2.739.990;2.616.781;3.498.656;2.105.939;2.933.702;2.502.734;3.516.818;
"   Entertainment / Boulevard / Stars / Film / Musik";4.927.687;7.896.421;4.236.580;7.955.457;2.806.914;5.105.424;3.037.439;5.424.050;2.061.835;4.371.336;1.064.222;2.639.175;1.164.226;5.050.941;1.490.971;4.543.423;1.257.317;3.865.942;1.061.396;3.434.672;1.121.440;3.053.366;1.128.234;2.702.373;1.433.362;2.859.121;1.322.436;2.788.869;1.132.011;2.558.518;1.022.176;2.484.093;1.102.351;2.652.625;1.077.804;2.989.460;1.158.999;2.884.310;1.050.247;2.496.390;1.079.959;2.808.580;943.950;2.540.843;1.064.935;3.448.217;1.109.820;3.507.199;1.209.745;3.234.181;
"   Fashion / Beauty";861.519;1.022.269;815.239;986.217;808.520;962.643;818.354;973.010;773.917;911.837;759.701;893.963;922.076;1.092.997;1.038.059;1.230.882;958.440;1.129.892;1.064.971;1.295.002;1.247.750;1.494.044;944.367;1.159.614;990.980;1.184.049;1.102.325;1.298.655;1.038.208;1.233.536;1.043.008;1.273.850;990.063;1.196.916;1.093.149;1.302.993;1.107.045;1.339.789;1.245.337;1.499.686;1.368.984;1.663.141;1.189.108;1.466.676;986.612;1.230.437;950.772;1.237.462;837.525;1.036.449;
"   Familie / Kinder / Lebenshilfe";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Liebe / Psychologie / Beziehungen";2.760;3.026;2.768;3.020;3.049;3.328;3.297;3.607;3.164;3.431;3.501;3.804;4.032;4.344;3.850;4.198;3.912;4.236;4.400;4.751;4.408;4.780;3.819;4.133;3.885;4.246;3.851;4.159;3.840;4.144;3.914;4.230;3.963;4.265;3.820;4.148;4.037;4.451;3.898;4.249;4.773;5.245;4.321;4.824;5.264;5.819;4.576;5.028;5.259;5.883;
"   Fahrzeuge / Verkehr / Mobilität";150.778;173.810;156.125;178.872;164.502;188.560;172.914;198.270;186.650;211.903;202.262;233.914;207.961;242.351;216.675;252.893;216.879;251.771;253.483;295.137;269.260;313.797;210.899;245.151;250.878;288.179;253.771;293.456;261.314;303.435;262.895;305.764;265.222;310.392;252.849;295.421;290.435;341.821;285.086;337.574;335.784;400.730;310.051;371.403;391.323;474.852;499.306;622.063;579.238;716.053;
"   Reise / Touristik";349.412;414.772;528.948;617.710;481.936;561.086;597.238;693.552;682.457;794.198;629.687;783.579;685.747;857.049;436.156;521.586;473.034;574.593;548.392;669.538;648.495;780.833;487.762;573.559;541.804;627.779;602.803;694.231;665.629;765.333;581.270;674.834;499.391;583.536;523.875;609.441;516.570;612.247;483.026;581.478;538.560;665.113;463.013;570.545;919.907;1.171.632;447.621;532.064;431.053;510.854;
"   Computer";8;9;2;2;2;2;8;8;9;9;2.590;3.177;3.355;4.321;5.047;6.142;6.065;7.226;4.602;5.733;5.079;6.365;4.924;6.194;6.615;7.907;6.570;7.976;6.871;8.265;7.903;9.401;8.153;10.068;7.503;9.155;11.124;13.817;10.020;12.176;11.737;14.082;9.333;11.796;20.755;25.131;12.238;15.202;14.863;17.907;
"   Consumer Electronics";13;17;14;14;22;23;12;12;13;14;22;24;22;22;47;51;62;65;50;51;62;68;11;12;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Telekommunikation / Internetdienste";2.370;2.640;1.459;1.633;1.312;1.442;762;844;634;684;1.284;1.444;1.642;1.806;1.852;2.042;2.096;2.324;1.550;1.713;1.738;1.961;1.411;1.551;1.720;1.903;1.204;1.332;1.071;1.180;754;825;878;955;958;1.088;1.484;1.630;1.456;1.647;1.634;1.847;1.448;1.626;1.687;1.879;1.211;1.340;1.592;1.805;
"   Spiele";15.237;18.526;13.651;18.113;12.435;15.161;10.498;12.891;13.121;16.498;12.549;15.119;16.137;19.897;38.893;46.779;37.124;46.706;19.813;23.920;19.486;21.453;27.208;29.852;29.801;32.369;20.655;22.768;16.813;18.351;14.871;16.174;107.324;133.505;127.997;161.249;144.074;189.323;141.392;178.573;153.239;194.381;144.980;187.528;165.389;208.422;148.595;185.425;162.791;203.072;
"   Wohnen / Immobilien / Garten / Haushalt";5;6;1;2;7;8;8;17;4;5;54;63;148;170;104;121;203;228;186;218;210;265;153;200;249;294;210;251;183;237;318;400;536;646;217;262;240;289;150;178;187;231;168;206;282;355;294;356;310;368;
"   Wirtschaft / Finanzen / Job / Karriere";4.686.359;5.762.497;4.372.535;5.417.730;4.633.897;5.789.696;4.412.511;5.468.453;4.895.834;6.143.387;6.300.713;7.787.692;6.605.833;8.178.382;7.583.664;9.395.859;9.715.664;11.722.372;5.883.144;7.328.882;7.622.192;9.647.847;5.470.177;6.928.294;5.528.260;6.865.592;5.977.902;7.453.986;6.665.854;8.491.974;6.661.568;8.457.508;6.082.850;7.681.511;5.715.505;7.194.089;5.690.271;7.254.605;6.078.296;7.663.129;6.361.519;7.977.050;6.147.446;7.757.002;6.457.732;8.172.184;5.548.199;7.086.839;5.888.867;7.428.232;
"   Gesundheit";506.668;588.164;633.128;738.578;657.224;758.124;574.999;664.182;585.503;672.404;561.730;643.188;723.383;837.379;878.232;1.010.720;1.831.289;2.120.058;1.245.997;1.435.551;733.144;855.425;595.206;692.683;694.084;803.703;805.755;926.348;664.711;767.031;669.551;774.596;853.052;985.037;742.025;858.346;849.578;992.134;797.620;933.598;903.838;1.113.233;771.472;913.608;926.312;1.094.806;619.584;737.063;876.000;1.035.565;
"   Essen / Trinken";169.760;236.522;134.247;189.419;123.359;175.362;151.306;197.810;146.907;195.536;158.777;206.175;222.583;303.462;277.434;427.157;237.557;315.344;143.124;198.570;179.828;255.905;154.493;239.338;174.130;251.029;193.225;288.169;160.256;239.163;149.510;222.356;127.646;176.755;162.815;219.088;196.952;283.844;162.479;254.053;196.474;291.315;60.549;99.950;1.298;3.499;1.053;1.624;1.390;1.885;
"   Kunst / Kultur / Literatur";2.408.548;3.147.888;2.407.068;3.155.097;2.258.872;2.960.602;2.064.272;2.757.578;2.130.287;2.797.242;2.308.556;2.999.144;2.742.489;3.544.185;2.816.226;3.573.911;2.596.785;3.293.936;2.547.646;3.297.572;2.823.946;3.808.532;2.203.484;2.850.253;2.661.102;3.366.072;2.370.011;3.052.600;2.274.078;2.951.568;2.839.460;3.663.292;2.438.189;3.225.078;2.252.139;2.935.467;2.742.747;3.568.337;2.296.668;3.001.542;2.641.421;3.651.504;2.576.635;3.421.278;3.064.398;4.083.139;2.529.336;3.378.910;2.374.253;3.290.303;
"   Erotik";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Wissenschaft / Bildung / Natur / Umwelt";663.974;792.968;894.395;1.045.025;954.335;1.124.353;803.893;951.542;1.045.557;1.230.419;986.191;1.145.757;1.267.522;1.471.173;2.070.743;2.368.569;3.023.646;3.538.152;729.550;883.080;875.326;1.059.263;649.066;789.276;775.291;919.342;1.049.209;1.219.605;1.012.656;1.188.216;803.726;948.017;718.684;1.009.888;730.440;994.036;694.851;1.027.861;823.925;1.201.170;904.772;1.380.096;662.672;1.062.153;709.654;1.303.002;641.209;1.015.953;809.929;1.245.706;
"   Angebotsinformation";524.262;989.851;500.461;1.066.900;457.065;929.073;472.674;955.809;417.479;855.775;644.461;1.330.923;778.463;1.552.330;803.847;1.614.397;856.374;1.744.010;727.694;1.537.199;708.771;1.437.607;675.497;1.403.512;670.602;1.393.290;691.830;1.409.495;704.464;1.447.827;648.742;1.359.888;612.734;1.307.092;605.598;1.278.542;690.975;1.523.684;661.571;1.440.683;860.596;1.804.947;977.812;1.886.601;1.051.252;2.066.316;1.056.318;2.040.260;626.636;1.129.792;
"   Vermischtes (multithematisch)";6.881.784;9.314.613;6.854.409;9.118.914;6.148.478;8.125.630;6.434.306;8.720.755;7.282.770;9.802.470;7.692.267;10.157.421;9.286.442;12.332.384;13.848.358;18.549.784;22.581.587;30.764.500;9.877.895;13.316.399;7.687.804;10.423.249;6.277.368;8.518.148;5.784.097;7.688.387;4.893.413;6.498.073;5.315.873;6.969.485;5.957.123;7.974.364;6.168.888;9.263.489;5.026.775;6.591.657;5.837.006;7.868.754;6.135.558;8.495.181;5.921.236;8.068.661;4.672.316;6.410.624;6.328.184;8.625.137;4.690.329;6.416.948;5.116.008;7.428.106;
"   Sonstiges (monothematisch)";1.195.325;1.432.545;1.270.173;1.506.564;1.144.351;1.369.887;1.119.689;1.333.637;1.022.947;1.208.854;973.633;1.146.771;1.187.284;1.401.057;1.373.826;1.620.188;1.721.574;2.031.792;1.685.138;2.011.173;1.631.040;1.939.391;1.377.630;1.656.257;1.238.741;1.475.091;1.541.077;1.830.937;1.391.140;1.639.800;1.622.212;1.922.613;1.565.538;1.862.289;1.721.508;2.025.399;1.481.014;1.760.934;1.328.964;1.573.214;1.230.322;1.466.930;1.008.448;1.204.393;1.554.220;1.858.317;1.271.298;1.528.257;1.207.125;1.464.089;
"  Spiele";
"   Allgemeine Games-Seite";1.458;2.050;1.736;2.445;1.674;2.380;1.649;2.377;6.506;8.708;9.239;11.495;10.983;14.842;9.904;12.570;10.940;14.047;10.004;12.494;10.737;13.431;9.373;11.597;10.424;12.885;10.482;13.117;9.808;12.078;10.353;12.817;3.044;3.803;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Casual Games";96.048;117.828;100.138;121.593;92.541;113.170;96.410;118.746;105.237;132.974;107.044;128.506;117.154;151.187;124.395;148.879;136.223;167.199;123.139;148.594;133.230;160.399;120.110;143.542;126.475;149.993;125.440;148.804;117.919;139.909;123.905;148.400;37.768;44.801;19;22;35;38;27;28;26;27;28;29;25;27;27;28;63;65;
"   Core Games";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Sonstiges (Bereich Spiele)";7.068;9.837;19.988;25.792;3.690;4.743;5.882;7.318;14.013;17.981;8.224;11.216;4.020;5.745;6.833;8.566;7.882;11.874;5.566;7.444;6.784;8.790;10.345;12.637;10.802;14.098;9.263;13.261;5.148;6.425;3.831;4.877;4.283;5.478;4.462;5.901;7.338;9.936;6.093;8.626;5.556;8.219;7.005;9.996;5.037;6.298;4.101;6.023;8.149;12.869;
"  Networking / Kommunikation";
"   Social Networking - Privat";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Social Networking - Business";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Partnersuche / Dating";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Newsletter";28;46;73;515;30;51;38;75;69;180;69;174;50;158;49;696;32;69;41;70;41;697;40;91;46;132;28;126;46;118;42;87;63;1.514;44;89;60;359;46;126;41;123;61;469;66;175;55;238;65;887;
"   E-Mail / SMS / E-Cards";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Messenger / Chat";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Sonstiges (Bereich Networking / Kommunikation)";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"  Suchmaschinen / Verzeichnisse";
"   Suchmaschinen";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"   Verzeichnisse / Auskunftsdienste";3.605;4.547;3.551;4.590;3.200;4.055;3.173;4.168;2.518;3.147;4.351;390.904;7.811;495.574;9.549;663.332;13.914;839.666;8.751;897.132;8.587;497.146;7.200;102.840;8.258;98.143;8.338;170.569;7.809;339.581;7.910;269.539;7.066;199.554;8.144;299.101;9.099;167.495;8.146;181.132;9.683;254.039;8.881;347.994;14.824;397.790;13.760;349.429;14.983;415.840;
"   Sonstiges (Bereich Suchmaschinen / Verzeichnisse)";1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
"  E-Commerce";
"   Onlineshops / Shopping Mall / Auktionen / B2B Marktplätze";---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
